case_id,run_id_hidden,masked_evidence_text,proposed_component,proposed_category,proposed_cause,operator_label_aligned,correct_human,correct_proxy,proxy_reason,proxy_raw
K0193,F2-r6-C4-rule-grounded,"- type=ChangedFile resource=app.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9206"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-5x44s container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-7ddd99d985-cmpd4 msg='Pod/svc-backend-7ddd99d985-cmpd4: Back-off restarting failed container backend in pod svc-backend-7ddd99d985-cmpd4_preview-pr-9206(535a9d51-a43b-47c0-b515-a6838e2e3622)'
- type=PodLog resource=pod/postgres-5d4d8d8fc-xznh5 container/postgres msg='2026-05-22 19:30:23.204 UTC [45] LOG:  database system was shut down at 2026-05-22 19:30:22 UTC 2026-05-22 19:30:23.219 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 19:30:23.859 UTC [1] L…'
- type=PodLog resource=pod/svc-backend-7ddd99d985-cmpd4 container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=False reason=DeploymentFailed message=ReplicaSet ""svc-backend-7ddd99d985"" has timed out progressing.'",migration-job,,,0,,0,"The failing component is the backend deployment due to a missing environment variable, not the migration job.","```json
{
  ""correct"": false,
  ""reason"": ""The failing component is the backend deployment due to a missing environment variable, not the migration job.""
}
```"
K0194,F2-r2-C2-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-kcffg container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-5c54d57c9c-q66rz msg='Pod/svc-backend-5c54d57c9c-q66rz: Back-off restarting failed container backend in pod svc-backend-5c54d57c9c-q66rz_preview-pr-9202(8a6d5ae6-9666-4430-853b-a3ce2af6ba28)'
- type=PodLog resource=pod/postgres-5dd6f6bdb5-ccjqc container/postgres msg='2026-05-22 18:20:00.212 UTC [45] LOG:  database system was shut down at 2026-05-22 18:19:59 UTC 2026-05-22 18:20:00.233 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 18:20:00.814 UTC [1] L…'",svc-backend,,,1,,0,"The evidence points to a failed migration job, not the backend service itself.","```json
{
  ""correct"": false,
  ""reason"": ""The evidence points to a failed migration job, not the backend service itself.""
}
```"
K0195,F8-r4-C2-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component diagnosis based on the evidence.""
}
```"
K0196,F7-r9-C5-llm-freeform,"- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9709/postgres-credentials'
- type=PreviewCondition resource=AIEnrichmentReady msg='status=True reason=AIEnrichmentCompleted message=AI enrichment seed=Succeeded, tests=Succeeded'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Succeeded(9p/0f), e2e=Failed(1p/5f)'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9709.preview.ihsenalaya.xyz'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779531432165,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=regression msg='phase=Succeeded passed=9 failed=0 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 PASS regression product_detail: 200 PASS regression product_not_found: 404 PASS regressi…'",application,,,0,,1,"The test failures (contract and e2e) indicate issues with the application's API and UI behavior, not infrastructure or dependencies.","```json
{
  ""correct"": true,
  ""reason"": ""The test failures (contract and e2e) indicate issues with the application's API and UI behavior, not infrastructure or dependencies.""
}
```"
K0197,F8-r3-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid identification of the failing component.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid identification of the failing component.""
}
```"
K0198,F9-r2-C4-llm-grounded,"- type=ChangedFile resource=scripts/generate_preview_manifest.py msg='type=backend'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9902"" (key diff.patch)'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9902/postgres-credentials'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9902.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779532164896,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",application,,,0,,1,"The test failures (404 on product_detail, 500 on contract tests, and timeouts on e2e) point to the application code or configuration being incorrect.","```json
{
  ""correct"": true,
  ""reason"": ""The test failures (404 on product_detail, 500 on contract tests, and timeouts on e2e) point to the application code or configuration being incorrect.""
}
```"
K0199,F3-r6-C3-llm-freeform,"- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Error: ErrImagePull'
- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Failed to pull image ""testagentdevops.azurecr.io/idp-preview:baseline-fp-nonexistent"": [rpc error: code = NotFound desc = failed to pull and unpack image ""testagentdevops.azurecr.io/idp-previe…'
- type=KubernetesEvent resource=Pod/postgres-migrate-6gbr4 msg='Pod/postgres-migrate-6gbr4: Error: ImagePullBackOff'
- type=PodLog resource=pod/postgres-5cfdcb7bb-f8fd5 container/postgres msg='2026-05-22 20:46:53.272 UTC [45] LOG:  database system was shut down at 2026-05-22 20:46:52 UTC 2026-05-22 20:46:53.289 UTC [42] LOG:  database system is ready to accept connections done 2026-05-22 20:46:53.953 UTC [1] L…'",Docker image registry,,,0,,1,The evidence shows an image pull failure due to a missing image in the registry.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence shows an image pull failure due to a missing image in the registry.""
}
```"
K0200,F2-r9-C2-llm-freeform,"- type=JobLog resource=pod/postgres-migrate-fgxjf container/migration msg='INFO  [alembic.runtime.migration] Context impl PostgresqlImpl. INFO  [alembic.runtime.migration] Will assume transactional DDL. INFO  [alembic.runtime.migration] Running upgrade  -> 001, initial schema'
- type=KubernetesEvent resource=Pod/svc-backend-cc798748c-q28wb msg='Pod/svc-backend-cc798748c-q28wb: Back-off restarting failed container backend in pod svc-backend-cc798748c-q28wb_preview-pr-9209(b106a856-c218-46f8-9a82-bd6e87feb20b)'
- type=PodLog resource=pod/svc-backend-cc798748c-q28wb container/backend msg='Traceback (most recent call last): File ""/app/app.py"", line 15, in <module> ~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""<frozen os>"", line 714, in __getitem__ KeyError: \'DATABASE_URL_FP_MISSING\''
- type=PodLog resource=pod/postgres-5d65594448-8qft5 container/postgres msg='2026-05-22 19:38:15.996 UTC [46] LOG:  database system was shut down at 2026-05-22 19:38:15 UTC 2026-05-22 19:38:16.008 UTC [43] LOG:  database system is ready to accept connections done 2026-05-22 19:38:16.658 UTC [1] L…'",backend service,,,0,,1,"The backend service fails due to a missing DATABASE_URL_FP_MISSING environment variable, which the evidence supports.","```json
{
  ""correct"": true,
  ""reason"": ""The backend service fails due to a missing DATABASE_URL_FP_MISSING environment variable, which the evidence supports.""
}
```"
K0201,F7-r6-C5-rule-grounded,"- type=PreviewCondition resource=Ready msg='status=True reason=AllResourcesReady message=Preview environment running at http://pr-9706.preview.ihsenalaya.xyz'
- type=PreviewCondition resource=MigrationReady msg='status=True reason=JobAlreadySucceeded message=Database migration job already completed'
- type=PreviewCondition resource=SeedReady msg='status=True reason=TaskDisabled message=Database seed task is disabled'
- type=PreviewCondition resource=DatabaseReady msg='status=True reason=PostgreSQLProvisioned message=PostgreSQL 15 running — credentials in secret preview-pr-9706/postgres-credentials'
- type=PreviewCondition resource=Approved msg='status=True reason=Approved message=Approved by: '
- type=PreviewCondition resource=AIEnrichmentReady msg='status=False reason=AIEnrichmentFailed message=AI enrichment seed=unknown, tests=unknown (AI API error 429: {   ""error"": {     ""message"": ""Too Many Requests"",     ""type"": ""too_many_requests"",     ""param"": null,     ""code…'
- type=PreviewCondition resource=TestSuiteReady msg='status=False reason=TestSuiteFailed message=smoke=Succeeded(2p/0f), contract=Failed(0p/1f), regression=Failed(7p/2f), e2e=Failed(1p/5f)'
- type=TestResult resource=regression msg='phase=Failed passed=7 failed=2 PASS regression homepage_html: 200 PASS regression health: 200 PASS regression products_list: 200 FAIL regression product_detail: expected 200 got 404 PASS regression product_not_found: 404…'
- type=TestResult resource=smoke msg='phase=Succeeded passed=2 failed=0 PASS smoke /healthz: 200 PASS smoke /api/products: 200 Results: 2 passed, 0 failed'
- type=TestResult resource=e2e msg='phase=Failed passed=1 failed=5 FAIL e2e catalog_page_loads: timeout — Locator.wait_for: Timeout 10000ms exceeded. PASS e2e preview_badge_shown FAIL e2e product_detail_panel: timeout — Locator.wait_for: Timeout 10000ms ex…'
- type=TestResult resource=contract msg='phase=Failed passed=0 failed=1 FAIL contract: submit failed: HTTP 500: {""timestamp"":1779530557765,""status"":500,""error"":""Internal Server Error"",""path"":""/api/tests""}'",backend,,,1,,1,"The failing tests (404 on product_detail, timeouts, and 500 on contract) all point to the backend service not serving expected responses.","```json
{
  ""correct"": true,
  ""reason"": ""The failing tests (404 on product_detail, timeouts, and 500 on contract) all point to the backend service not serving expected responses.""
}
```"
K0202,F9-r10-C1-llm-grounded,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid identification of the failing component.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid identification of the failing component.""
}
```"
K0203,F10-r3-C2-llm-freeform,,unknown,,,0,,0,The diagnosis 'unknown' is not a valid component identification based on the evidence.,"```json
{
  ""correct"": false,
  ""reason"": ""The diagnosis 'unknown' is not a valid component identification based on the evidence.""
}
```"
K0204,F1-r7-C4-llm-grounded,"- type=ChangedFile resource=migrations/versions/002_fault.py msg='type=database-migration'
- type=GitDiff resource=ihsenalaya/idp-preview msg='diff stored in ConfigMap ""preview-diff-pr-9107"" (key diff.patch)'
- type=JobLog resource=pod/postgres-migrate-qt8w5 container/migration msg='File ""/usr/local/lib/python3.12/site-packages/sqlalchemy/engine/default.py"", line 941, in do_execute cursor.execute(statement, parameters) sqlalchemy.exc.ProgrammingError: (psycopg2.errors.SyntaxError) syntax error at or…'
- type=KubernetesEvent resource=Job/postgres-migrate msg='Job/postgres-migrate: Job has reached the specified backoff limit'
- type=PodLog resource=pod/postgres-7c7c6ccd5f-6fxt6 container/postgres msg='2026-05-22 18:08:50.885 UTC [58] LOG:  database system was shut down at 2026-05-22 18:08:50 UTC 2026-05-22 18:08:50.902 UTC [1] LOG:  database system is ready to accept connections 2026-05-22 18:09:04.634 UTC [70] ERROR:…'
- type=PreviewCondition resource=Ready msg='status=False reason=DatabaseMigrationFailed message=database migration job preview-pr-9107/postgres-migrate failed: Job has reached the specified backoff limit'
- type=PreviewCondition resource=MigrationReady msg='status=False reason=JobRunning message=Database migration job postgres-migrate is running'",database migration,,,1,,1,The evidence clearly points to a failure in the database migration job due to a syntax error in the migration script.,"```json
{
  ""correct"": true,
  ""reason"": ""The evidence clearly points to a failure in the database migration job due to a syntax error in the migration script.""
}
```"
